|name|alt_name_1|alt_name_2|ra|dec|vmag|spect_type|alt_name_3|alt_name_4|alt_name_5|lii|bii|ref_coords|ref_chart|open_cluster|ob_association|ref_oc_ob|other_correlations|ref_other|ref_spect_type|vmag_flag|bv_color|bv_color_flag|ref_mag|v_inf|ref_v_inf|period|binary_status|ref_binary_status|bv_color_0|e_bv|reddening|vmag_0|abs_vmag_wr|delta_m|abs_vmag_sys|true_dm|distance|z_distance|gc_distance|note_flag|class|
|WR 22   |HR 4188       |V429 Car  |10 41 17.52|-59 40 36.9|6.44 |WN7h+O9III-V    |HD 92740       |LSS 1761   |HIP 52308     |287.17420| -0.84754|Hip       |VI       |                |Car OB1       |VI,LS84,MJ93          |Anon(WR 22) (r:), NGC 3372                                 |VI,HB82,CT83,MY94,Ma97                                         |SS99,RV96     |         | 0.03   |             |VI     |1785  |CS95b    |80.336 +- 0.001                       |SB2                |CN79,SM89,GR91,RV96,MMH98,NG99a,SSS99              |-0.20     | 0.23| 0.94    | 5.50 |-6.69      | 2.80  |-7.05       |  12.55|    3.24|       -48| 7.7       |         |   WOLF RAYET STAR WN7|
|WR 23   |              |          |10 41 38.33|-58 46 18.8|9.67 |WC6             |HD 92809       |LSS 1768   |HIP 52331     |286.78044| -0.03144|Hip       |VI       |                |Car OB1:      |VI,LS84,MJ93          |Anon(WR 23) (r), IRAS shell                                |VI,CT83,EVS92,MC94,Sm95,Ma96,Ma97                              |VI            |         |-0.05   |             |TM88   |2250  |EW94     |                                      |                   |NG99a                                              |-0.32     | 0.27| 1.09    | 8.58 |-3.97      |       |            |  12.55|    3.24|        -2| 7.7       |         |   WOLF RAYET STAR WC6|
|WR 24   |              |          |10 43 52.27|-60 07 04.0|6.49 |WN6ha           |HD 93131       |LSS 1817   |HIP 52448     |287.66812| -1.08215|Hip       |VI       |Cr228-3         |Car OB1       |VI,LS84,MJ93          |Anon(WR 24) (r:), NGC 3372, IRAS shell                     |VI,HB82,MC94,Ma96                                              |SS96          |         |-0.06   |             |VI     |2160  |CD98     |                                      |                   |CN79,NG99a                                         |-0.21     | 0.15| 0.62    | 5.87 |-6.68      |       |            |  12.55|    3.24|       -61| 7.7       |         |   WOLF RAYET STAR WN6|
|WR 25   |              |          |10 44 10.39|-59 43 11.0|8.14 |WN6h+O4f        |HD 93162       |LSS 1833   |PPM 339385    |287.51452| -0.71297|L1        |VI       |Tr16-177        |Car OB1       |VI,LS84,MJ93          |NGC 3372                                                   |VI,MC94                                                        |CN79,SS96,t.w.|         | 0.17   |             |TM88   |2480  |CD98     |long term                             |d.e.l.             |CN79,DR92,Hu92,HW92,NG99a,t.w.                     |-0.27     | 0.44| 1.79    | 6.35 |-6.20      |       |            |  12.55|    3.24|       -40| 7.7       |Y        |   WOLF RAYET STAR WN6|
|WR 26   |MS 1          |          |10 44 32.08|-57 50 23.7|14.61|WN7/WCE         |SPH 86         |LSS 1841   |              |286.67496|  0.96960|Wi99      |VI       |                |              |                      |in faint diff. neb.                                        |MC94                                                           |SS96          |         | 0.92   |             |TM88   |      |         |                                      |                   |                                                   |          |     |         |      |           |       |            |       |        |          |           |         |   WOLF RAYET STAR WN7|
|WR 27   |LS 4          |          |10 44 38.07|-58 48 28.9|14.96|WC6+a           |               |LSS 1850   |              |287.13951|  0.12012|Wi99      |VI       |                |              |                      |in diff. emission                                          |MC94                                                           |VI,SS90       |         | 1.29   |             |SS90   |1850  |KH95     |                                      |a, no d.e.l.       |CM89,SS90,t.w.                                     |-0.32     | 1.61| 6.60    | 8.36 |-3.63      |       |            |  11.99|     2.5|         5| 7.7       |         |   WOLF RAYET STAR WC6|
|WR 28   |MS 2          |          |10 48 58.68|-59 03 37.5|12.98|WN6(h)+OB?      |Th35-112       |SPH 95     |GSC 8626-1709 |287.75312|  0.15410|GSC       |VI       |                |              |                      |[OIII] emission, dusty                                     |MC94                                                           |SS96,t.w.     |         | 0.77   |             |TM88   |      |         |                                      |d.e.l.             |CM89,t.w.                                          |-0.19     | 0.96| 3.94    | 9.04 |-4.09      |-1.86  |-6.13       |  15.17|   10.81|        28|11.3       |Y        |   WOLF RAYET STAR WN6|
|WR 29   |MS 3          |          |10 50 46.30|-60 28 41.6|12.65|WN7h+O          |Th35-117       |LSS 1964   |GSC 8957-2405 |288.59312| -1.01019|GSC       |VI       |                |              |                      |                                                           |MC94                                                           |NG99b         |         | 0.65   |             |TM88   |      |         |3.164                                 |SB2                |NG99a,NG99b                                        |-0.20     | 0.85| 3.49    | 9.17 |-5.41      |-1.31  |-7.00       |  16.17|   17.17|      -303|16.5       |Y        |   WOLF RAYET STAR WN7|
|WR 3    |              |          |01 38 55.63|+58 09 22.7|10.70|WN3+O4          |HD 9974        |LS I+57 24 |HIP 7681      |129.17970| -4.13821|Hip       |VI       |                |              |                      |HI bubble, IRAS shell                                      |Ar92,Ma96,AR97                                                 |SS96*         |         |-0.06   |             |Ma84   |      |         |46.85 pm 0.02                         |SB2                |MLS86,MS86,SH89,SM89,SS96                          |-0.26     | 0.20| 0.82    | 9.88 |-3.09      |-0.27  |-3.99       |  13.87|    5.94|      -429|12.6       |Y        |   WOLF RAYET STAR WN3|
|WR 30   |              |          |10 51 06.01|-62 17 01.8|11.73|WC6+O6-8        |HD 94305       |LSS 1970   |TYC 8961 618 1|289.43571| -2.60786|Tyc       |VI       |                |              |                      |Anon(WR 30) (2r), IRAS shell                               |Ma95,Ma96,Ma97                                                 |NM83          |         | 0.27   |             |VI     |2100  |TC86u    |18.82                                 |SB2                |NM83,SM89,Ni95,LM96                                |-0.35     | 0.62| 2.54    | 9.19 |-3.63      |-0.47  |-4.64       |  13.83|    5.83|      -265| 8.2       |Y        |   WOLF RAYET STAR WC6|
|WR 30a  |MS 4          |          |10 51 38.93|-60 56 35.2|13.33|WO4+O5-5.5      |               |           |              |288.89648| -1.37848|Wi99      |VI       |                |              |                      |diff. emission                                             |Ma97                                                           |CDB98,GR00    |         | 0.79   |             |SS90   |      |         |4.62                                  |SB2                |Ni95,GR99,GR00                                     |-0.25     | 1.04| 4.26    | 9.07 |-2.80      |-2.48  |-5.39       |  14.45|    7.77|      -187| 9.2       |Y        |   WOLF RAYET STAR WO4|
|WR 31   |              |V428 Car  |10 53 44.83|-59 30 46.7|10.69|WN4+O8V         |HD 94546       |LSS 2010   |HIP 53274     |288.49986|  0.02003|Hip       |VI       |                |              |                      |Anon(WR 31) (r:), IRAS shell                               |MY94,Ma96,Ma97                                                 |SS96*         |         | 0.28   |             |VI     |      |         |4.8306 +- 0.0001                      |SB2, VB            |NM85,LM87,SM89,LM96,Hip97,GN99                     |-0.27     | 0.55| 2.26    | 8.44 |-3.52      |-0.57  |-4.60       |  13.04|    4.05|         1| 7.7       |Y        |   WOLF RAYET STAR WN4|
|WR 31a  |He3-519       |          |10 53 59.66|-60 26 44.3|9.75 |WN11h           |IRAS 10520-6010|LSS 2015   |              |288.93508| -0.80545|Sim       |LSS      |                |              |                      |HII (r), diff. emission                                    |SC94,Ma97                                                      |SC94          |(        | 0.65   |(            |Sim    |365   |SC94     |                                      |                   |                                                   |-0.34     | 1.14|         | 7.81 |-6.71      |       |            |  14.52|       8|      -113| 9.3       |Y        |WOLF RAYET STAR WN9-11|
|WR 31b  |              |AG Car    |10 56 11.58|-60 27 12.8|7.09 |WN11h           |HD 94910       |LSS 2035   |HIP 53461     |289.18292| -0.69530|Hip       |HL92     |                |              |                      |HII (r)                                                    |Sm95,SS97                                                      |SC94          |(        | 0.49   |(            |Sim    |90-400|LA94     |                                      |VB                 |HL93                                               |-0.34     | 0.63|         | 7.22 |-6.71      |       |            |  13.93|     6.1|       -75| 8.3       |Y        |WOLF RAYET STAR WN9-11|
|WR 31c  |SMSP 4^a      |          |10 57 43.00|-60 34 01.0|16.37|WC6+OB          |               |           |              |289.40090| -0.71792|SM91      |SM91     |                |              |                      |G 289.06-0.35                                              |CH87,SM99                                                      |SS90,SM99,t.w.|         | 0.96   |             |SM91   |      |         |                                      |a, d.e.l.          |CM89,SS90,t.w.                                     |-0.32     | 1.28| 5.25    |11.12 |-3.63      |       |            |  14.75|    8.91|      -112| 9.8       |         |   WOLF RAYET STAR WC6|
|WR 32   |MS 5          |          |10 59 52.94|-59 52 43.2|15.90|WC5+OB?         |               |           |              |289.35582|  0.01963|Wi99      |VI       |                |              |                      |                                                           |Ma97                                                           |VI,t.w.       |         | 1.29   |             |SS90   |1900  |TC86o    |                                      |d.e.l.             |CM89,SS90,t.w.                                     |-0.27     | 1.56| 6.40    | 9.50 |-3.34      |-0.33  |-4.27       |  13.77|    5.68|         2| 8.1       |Y        |   WOLF RAYET STAR WC5|
|WR 33   |              |          |11 00 00.72|-57 48 59.5|12.35|WC5             |HD 95435       |LSS 2076   |GSC 8623-0928 |288.51274|  1.90170|GSC       |VI       |                |              |                      |IRAS shell                                                 |Ma96,Ma97                                                      |SS90          |         | 0.16   |             |TM88   |2900  |KH95     |                                      |                   |                                                   |-0.27     | 0.43| 1.76    |10.59 |-3.34      |       |            |  13.93|    6.11|       203| 8.4       |         |   WOLF RAYET STAR WC5|
|WR 34   |LS 5          |          |11 00 06.44|-61 26 29.9|14.50|WN5             |SPH 122        |           |              |290.03107| -1.39025|Wi99      |VI       |                |              |                      |v. diff. neb.                                              |MY94,Ma97                                                      |SS96*         |         | 0.76   |             |HH88   |1200  |HK95     |                                      |                   |                                                   |-0.20     | 0.96| 3.94    |10.56 |-4.05      |       |            |  14.61|    8.36|      -203| 9.4       |         |   WOLF RAYET STAR WN5|
|WR 35   |MS 6          |          |11 00 22.10|-61 13 51.0|13.83|WN6h+OB?        |Th35-159       |SPH 123    |              |289.97201| -1.18547|VIp       |VI       |                |              |                      |Anon(WR 35) (r)                                            |Ma97                                                           |SS96,t.w.     |         | 0.59   |             |TM88   |1100  |HK95     |                                      |d.e.l.             |CM89,t.w.                                          |-0.20     | 0.79| 3.24    |10.59 |-4.09      |-1.29  |-5.67       |  16.26|   17.87|      -371|16.9       |Y        |   WOLF RAYET STAR WN6|
|WR 35a  |SMSP 5        |          |11 00 24.50|-59 59 36.0|13.92|WN6h            |               |           |              |289.46338| -0.05731|SM91      |SM91     |                |              |                      |Anon(WR 35a) (r)                                           |Ma97                                                           |SM99          |         | 0.86   |             |SM91   |      |         |                                      |                   |                                                   |-0.20     | 1.06| 4.35    | 9.57 |-4.09      |       |            |  13.66|     5.4|        -6| 8.0       |         |   WOLF RAYET STAR WN6|
|WR 35b  |SMSP 6        |          |11 01 02.30|-60 14 01.0|14.49|WN4             |               |           |              |289.63417| -0.24365|SM91      |SM91     |Sher 1          |              |MS91,SM91             |Anon(WR 35b) (r:)                                          |Ma97                                                           |SM99*         |         | 1.27   |             |SM91   |      |         |                                      |                   |                                                   |-0.27     | 1.54| 6.31    | 8.18 |-3.52      |       |            |   11.7|    2.19|        -9| 7.6       |         |   WOLF RAYET STAR WN4|
|WR 36   |LS 6          |          |11 02 32.87|-59 26 21.5|13.57|WN5-6+OB?       |               |LSS 2112   |GSC 8627-1968 |289.48169|  0.55861|GSC       |VI       |                |              |                      |Anon(WR 36) (r)                                            |Ma97                                                           |SS96*,t.w.    |         | 0.68   |             |TM88   |2100  |HK95     |                                      |d.e.l.             |CM89,t.w.                                          |-0.19     | 0.87| 3.57    |10.00 |-4.09      | 0.46  |-4.64       |  14.64|    8.46|        83| 9.5       |Y        |   WOLF RAYET STAR WN5|
|WR 37   |MS 7          |          |11 05 13.92|-61 20 41.4|15.77|WN4             |               |           |              |290.55217| -1.05229|Wi99      |VI       |                |              |LS84                  |Gum 34b, very diff., see WR 38                             |VI,MY94                                                        |SS96*         |         | 1.23   |             |TM88   |2150  |HK95     |                                      |                   |                                                   |-0.20     | 1.43| 5.86    | 9.91 |-3.52      |       |            |  13.43|    4.85|       -89| 7.8       |         |   WOLF RAYET STAR WN4|
|WR 38   |MS 8          |          |11 05 46.52|-61 13 49.1|15.41|WC4             |               |           |              |290.56661| -0.92127|Wi99      |VI,Tu99  |C1104-610a      |              |Sh98,Tu98             |Anon(WR 38) (r:)                                           |MY94                                                           |VI            |         | 0.93   |             |SS90   |      |         |                                      |                   |                                                   |-0.27     | 1.20| 4.92    |10.49 |-3.34      |       |            |  13.83|    5.83|       -94| 8.1       |         |   WOLF RAYET STAR WC4|
|WR 38a  |SMSP 7        |          |11 05 49.00|-61 13 41.0|16.21|WN5             |               |           |              |290.57029| -0.91723|SM91      |SM91,Tu99|C1104-610a      |              |Sh98,Tu98             |G 290.5-0.8                                                |CH87,Ma97,SM99                                                 |SM99*         |         | 0.83   |             |SM91   |      |         |                                      |                   |                                                   |-0.49     | 1.32| 5.41    |10.80 |-4.70      |       |            |   15.5|    12.1|      -194|11.9       |         |   WOLF RAYET STAR WN5|
|WR 38b  |SMSP 8        |          |11 06 18.70|-61 14 13.0|16.21|WC7+OB          |               |           |              |290.62852| -0.90187|SM91      |SM91,Tu99|C1104-610b ?    |              |Tu99                  |G 290.5-0.8                                                |CH87,Ma97,SM99                                                 |SM99,t.w.     |         | 1.50   |             |SM91   |      |         |                                      |a, d.e.l           |CM89,SS90,t.w.                                     |-0.31     | 1.81| 7.42    | 8.79 |-4.52      | 1.43  |-4.97       |  13.76|    5.65|       -89| 8.0       |Y        |   WOLF RAYET STAR WC7|
|WR 39   |MS 9          |          |11 06 18.70|-61 14 18.3|14.50|WC7+OB?         |               |           |              |290.62910| -0.90323|Wi99      |VI,Tu99  |C1104-610b ?    |              |Tu99                  |v. diff. neb., see WR 38                                   |MY94                                                           |SS90,t.w.     |         | 1.26   |             |SS90   |3600  |KH95     |                                      |d.e.l.             |CM89,SS90,t.w.                                     |-0.35     | 1.61| 6.61    | 7.89 |-4.52      |-0.92  |-5.83       |  13.72|    5.53|       -87| 8.0       |Y        |   WOLF RAYET STAR WC7|
|WR 4    |              |V493 Per  |02 41 11.68|+56 43 49.7|10.53|WC5+?           |HD 16523       |LS I+56 62 |HIP 12527     |137.59483| -2.98388|Hip       |VI       |                |              |                      |HI bubble, IRAS shell                                      |Ar92,Ma96                                                      |VI            |         | 0.20   |             |Ma84   |1900  |KH95     |2.4096, 10:                           |SB1, no d.e.l.     |MS86,CM89,RC89,SS90,t.w.                           |-0.27     | 0.47| 1.93    | 8.60 |-3.34      |       |            |  11.94|    2.44|      -127| 9.9       |Y        |   WOLF RAYET STAR WC5|
|WR 40   |              |V385 Car  |11 06 17.21|-65 30 35.2|7.85 |WN8h            |HD 96548       |LSS 2154   |HIP 54283     |292.31483| -4.82892|Hip       |VI       |                |              |                      |RCW 58 (2r)                                                |VI,CT83,SP84,SP88,MC92,MY94,Ma95,Ma96,Sm95,Ma97,GC00           |SS96          |         | 0.11   |             |VI     |840   |CS95b    |18.9, 17.5, 12.4, 6.25, 2.5           |                   |DS87,GV90,MM94,AB95,MMH98,MMEv98,NG99a             |-0.27     | 0.38| 1.56    | 6.29 |-5.48      |       |            |  11.77|    2.26|      -190| 7.5       |         |   WOLF RAYET STAR WN8|
|WR 41   |LS 7          |          |11 07 54.05|-61 27 41.0|14.80|WC5+OB?         |               |LSS 2173   |              |290.89169| -1.03387|Wi99      |VI       |                |              |                      |on ext. HII, faint [OIII]                                  |MC94                                                           |SS90,t.w.     |         | 0.80   |             |SS90   |1900  |TC86o    |                                      |d.e.l.             |CM89,SS90,t.w.                                     |-0.27     | 1.07| 4.39    |10.41 |-3.34      | 1.05  |-3.69       |   14.1|    6.61|      -119| 8.4       |Y        |   WOLF RAYET STAR WC5|
|WR 42   |              |V431 Car  |11 10 04.09|-60 58 45.0|8.25 |WC7+O7V         |HD 97152       |LSS 2198   |HIP 54574     |290.94693| -0.48840|Hip       |VI       |                |Car OB1 ?     |LS84                  |Anon(WR 42) (r:)                                           |MY94, Ma97                                                     |HH88          |         |-0.06   |             |VI     |1500  |EW94     |7.886 +- 0.003                        |SB2                |DM81,SD87,SM89,LM96,NG99a                          |-0.36     | 0.30| 1.25    | 7.00 |-4.52      |-0.12  |-5.33       |  12.33|    2.92|       -25| 7.5       |Y        |   WOLF RAYET STAR WC7|
|WR 42a  |SMSP 9        |          |11 12 15.90|-61 05 04.0|17.61|WN5             |               |           |              |291.23299| -0.48560|SM91      |SM91     |                |              |                      |G 291.2-0.3                                                |CH87,Ma97                                                      |SM99*         |         | 1.46   |             |SM91   |      |         |                                      |                   |                                                   |-0.20     | 1.66| 6.81    |10.80 |-4.05      |       |            |  14.85|    9.33|       -80| 9.9       |         |   WOLF RAYET STAR WN5|
|WR 42b  |SMSP 10       |          |11 13 03.80|-62 14 18.0|16.96|WN4             |               |           |              |291.75011| -1.52151|SM91      |SM91     |                |              |                      |                                                           |Ma97                                                           |SM99*         |         | 2.43   |             |SM91   |      |         |                                      |                   |                                                   |-0.20     | 2.63|10.78    | 6.18 |-3.52      |       |            |    9.7|    0.87|       -23| 7.7       |         |   WOLF RAYET STAR WN4|
|WR 42c  |SMSP 11       |          |11 14 01.60|-61 03 47.0|16.56|WN5             |               |           |              |291.42298| -0.38689|SM91      |SM91     |                |              |                      |                                                           |Ma97                                                           |SM99*         |         | 1.36   |             |SM91   |      |         |                                      |                   |                                                   |-0.20     | 1.56| 6.40    |10.16 |-4.05      |       |            |  14.21|    6.95|       -47| 8.5       |         |   WOLF RAYET STAR WN5|
|WR 42d  |SMSP 12       |          |11 14 38.80|-61 11 16.0|15.28|WN5             |               |           |              |291.53827| -0.47557|SM91      |SM91     |                |              |                      |                                                           |Ma97                                                           |SM99*         |         | 1.33   |             |SM91   |      |         |                                      |                   |                                                   |-0.20     | 1.53| 6.27    | 9.01 |-4.05      |       |            |  13.06|    4.09|       -34| 7.5       |         |   WOLF RAYET STAR WN5|
|WR 43a  |              |          |11 15 07.47|-61 15 38.2|11.90|WN6ha           |HD 97950-A1    |LSS 2275a  |              |291.61834| -0.52247|DM95      |DM95     |NGC 3603        |              |VI,LS84,DM95,CD98     |NGC 3603, Gum 38b (2r:)                                    |CH87,VI,MY94,GB97,Ma97                                         |CD98          |         | 0.74   |             |       |2700  |CD98     |3.7720                                |SB1                |MN84,MS85,DM95,Mo00,St01                           |-0.28     | 1.02| 4.17    | 7.73 |-7.30      |       |            |  15.03|    10.1|       -92|10.3       |Y        |   WOLF RAYET STAR WN6|
|WR 43b  |              |          |11 15 07.58|-61 15 38.3|11.97|WN6ha           |HD 97950-B     |LSS 2275b  |              |291.61856| -0.52243|DM95      |DM95     |NGC 3603        |              |VI,LS84,DM95,CD98     |NGC 3603, Gum 38b (2r:)                                    |CH87,VI,MY94,GB97,Ma97                                         |CD98          |         | 0.74   |             |       |2700  |CD98     |                                      |                   |St01                                               |-0.28     | 1.02| 4.17    | 7.80 |-7.23      |       |            |  15.03|    10.1|       -92|10.3       |Y        |   WOLF RAYET STAR WN6|
|WR 43c  |              |          |11 15 07.76|-61 15 37.7|12.37|WN6ha           |HD 97950-C     |LSS 2275c  |              |291.61884| -0.52216|DM95      |DM95     |NGC 3603        |              |VI,LS84,DM95,CD98     |NGC 3603, Gum 38b (2r:)                                    |CH87,VI,MY94,GB97,Ma97                                         |CD98          |         | 0.74   |             |       |2500  |CD98     |                                      |                   |St01                                               |-0.28     | 1.02| 4.17    | 8.20 |-6.83      |       |            |  15.03|    10.1|       -92|10.3       |Y        |   WOLF RAYET STAR WN6|
|WR 44   |              |          |11 16 57.86|-59 26 24.0|12.96|WN4+OB?         |               |LSS 2289   |              |291.17545|  1.25803|Wi99      |VI       |                |              |                      |                                                           |MY94                                                           |SS96*,t.w.    |         | 0.37   |             |VI     |1400  |HK95     |                                      |d.e.l.             |CM89,t.w.                                          |-0.20     | 0.57| 2.34    |10.62 |-3.52      |-0.19  |-4.37       |  14.99|    9.96|       219|10.3       |Y        |   WOLF RAYET STAR WN4|
|WR 44a  |SMSP 13       |          |11 18 43.50|-61 26 37.0|16.20|WN4             |               |           |              |292.08679| -0.53950|SM91      |SM91     |                |              |                      |diff. emission                                             |Ma97                                                           |SM99*         |         | 1.55   |             |SM91   |      |         |                                      |                   |                                                   |-0.20     | 1.75| 7.18    | 9.03 |-3.52      |       |            |  12.55|    3.24|       -31| 7.4       |         |   WOLF RAYET STAR WN4|
|WR 45   |              |          |11 38 05.20|-62 16 01.0|14.80|WC6             |               |LSS 2423   |              |294.51258| -0.60025|VIp       |VI       |                |              |                      |                                                           |MC94                                                           |VI            |         | 1.12   |             |SS90   |2100  |TC86o    |                                      |                   |                                                   |-0.32     | 1.44| 5.90    | 8.90 |-3.63      |       |            |  12.53|    3.21|       -34| 7.3       |         |   WOLF RAYET STAR WC6|
|WR 45a  |SMSNPL 1      |          |11 46 18.22|-61 24 41.1|16.69|WN5             |               |           |              |295.22090|  0.48136|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 1.19   |             |SM99   |      |         |                                      |                   |                                                   |-0.20     | 1.39| 5.70    |10.99 |-4.05      |       |            |  15.04|   10.19|        85| 9.9       |         |   WOLF RAYET STAR WN5|
|WR 45b  |SMSNPL 2      |          |11 48 46.18|-62 23 03.5|18.08|WN4             |               |           |              |295.74076| -0.39075|SM99      |SM99     |                |              |                      |G 295.7-0.2                                                |CH87,SM99                                                      |SM99*         |         | 1.40   |             |SM99   |      |         |                                      |                   |                                                   |-0.20     | 1.60| 6.56    |11.52 |-3.52      |       |            |  15.04|   10.19|       -69| 9.9       |         |   WOLF RAYET STAR WN4|
|WR 45c  |SMSNPL 3      |          |11 56 04.77|-62 44 05.3|15.44|WN5             |               |           |              |296.64042| -0.54123|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 0.91   |             |SM99   |      |         |                                      |                   |                                                   |-0.20     | 1.11| 4.55    |10.89 |-4.05      |       |            |  14.94|    9.73|       -92| 9.4       |         |   WOLF RAYET STAR WN5|
|WR 46   |              |DI Cru    |12 05 18.73|-62 03 10.1|10.87|WN3p+OB?        |HD 104994      |LSS 2584   |HIP 58954     |297.55606|  0.33654|Hip       |VI,VG01  |                |Cru OB4.0     |TN96                  |                                                           |MC94                                                           |SS96*,t.w.    |         |-0.03   |             |TM88   |2450  |CS95c    |0.2825-0.2727 +long term              |d.e.l., SB1?       |CM89,VG95,NB95,MM96,MMH98,MA00,VGC01,VGH01,t.w.    |-0.29     | 0.26| 1.05    | 9.82 |-3.12      | 2.40  |-3.23       |  13.05|    4.07|        24| 7.1       |Y        |   WOLF RAYET STAR WN3|
|WR 46a  |SMSNPL 4      |          |12 13 02.29|-63 42 25.9|16.00|WN4             |               |           |              |298.69469| -1.15181|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 1.04   |             |SM99   |      |         |                                      |                   |                                                   |-0.20     | 1.24| 5.08    |10.92 |-3.52      |       |            |  14.44|    7.71|      -155| 8.0       |         |   WOLF RAYET STAR WN4|
|WR 47   |              |CD Cru    |12 43 51.01|-63 05 14.8|11.08|WN6+O5V         |HDE 311884     |LSS 2745   |HIP 62115     |302.07342| -0.22834|Hip       |VI       |Ho 15-3:        |              |VI,LS84,AC00          |                                                           |Ma97                                                           |SS96          |         | 0.76   |             |TM88   |      |         |6.2393 +- 0.0001                      |SB2                |LM87,SM89,MD90,LM96,GN99                           |-0.21     | 0.97| 3.96    | 7.12 |-4.16      |-1.34  |-5.78       |   12.9|     3.8|       -15| 6.8       |Y        |   WOLF RAYET STAR WN6|
|WR 47a  |SMSNPL 5      |          |12 45 51.27|-64 09 37.8|15.98|WN8h            |We 21          |           |              |302.32343| -1.29535|SM99      |DR90,SM99|                |              |                      |                                                           |                                                               |SM99          |         | 1.73   |             |SM99   |      |         |                                      |                   |                                                   |-0.27     | 2.00| 8.20    | 7.78 |-5.48      |       |            |  13.26|    4.49|      -102| 6.8       |         |   WOLF RAYET STAR WN8|
|WR 47b  |SMSNPL 6      |          |12 48 07.63|-63 38 40.2|17.05|WN9h            |               |           |              |302.56445| -0.77511|SM99      |SM99     |                |              |                      |G 302.5-0.75                                               |CH87,SM99                                                      |SM99          |         | 1.93   |             |SM99   |      |         |                                      |                   |                                                   |-0.34     | 2.27| 9.31    | 7.74 |-6.71      |       |            |  14.45|    7.77|      -106| 7.6       |         |WOLF RAYET STAR WN9-11|
|WR 47c  |SMSNPL 7      |          |12 52 55.67|-63 46 39.1|16.09|WC5             |               |           |              |303.09652| -0.90626|SM99      |SM99     |                |              |                      |G 303.1-0.95                                               |CH87,SM99                                                      |SM99          |         | 1.40   |             |SM99   |      |         |                                      |                   |                                                   |-0.27     | 1.67| 6.85    | 9.24 |-3.34      |       |            |  12.58|    3.28|       -52| 6.8       |         |   WOLF RAYET STAR WC5|
|WR 48   |theta Mus     |          |13 08 07.16|-65 18 21.7|5.88 |WC6(+O9.5/B0Iab)|HD 113904      |LSS 2933   |HIP 64094     |304.67455| -2.49074|Hip       |VI       |                |Cen OB1:      |VI,LS84,KG94          |Anon(WR 48) (r), HI bubble, IRAS shell                     |HB82,CT83,CN84,Ma95,Ma96,Ma97,GN98                             |VI,Co84       |         |-0.12   |             |SS90   |      |         |18.341 +- 0.008                       |SB1, VB            |MS77,SD87,SM89,Hip97,MG98,HM99,NG99a               |-0.35     | 0.23| 0.93    | 4.95 |-3.62      |-3.15  |-6.83       |  11.78|    2.27|       -99| 7.0       |Y        |   WOLF RAYET STAR WC6|
|WR 48a  |Danks 1       |          |13 12 39.65|-62 42 55.8|16.80|WC8ed+?         |               |           |              |305.36137|  0.05610|Wi98      |DD83     |C1309/10-624?   |              |LS84                  |                                                           |Ma97                                                           |HH88          |(        | 1.70   |(:           |HH88   |      |         |>7800                                 |CWB, VB?           |Wi97,Wi99,Wi01                                     |-0.35     |     |10.13    | 6.67 |-3.74      |       |            |  10.41|    1.21|         2| 7.4       |Y        |   WOLF RAYET STAR WC8|
|WR 48b  |SMSNPL 8^b    |          |13 11 27.45|-63 46 00.8|15.96|WC9d            |IRAS 13082-6329|           |              |305.14226| -0.98109|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99,Co00     |         | 1.07   |             |SM99   |      |         |                                      |                   |                                                   |-0.45     | 1.52| 6.23    | 9.73 |-4.62      |       |            |  14.35|    7.41|      -127| 7.1       |         |WOLF RAYET STAR WC9-11|
|WR 48c  |SMSNPL 9      |          |13 12 52.21|-63 23 46.4|13.98|WN3h+WC4        |               |           |              |305.32870| -0.62426|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99          |         | 0.39   |             |SM99   |      |         |                                      |                   |                                                   |          |     |         |      |           |       |            |       |        |          |           |         |   WOLF RAYET STAR WN3|
|WR 49   |Th17-22       |          |13 13 51.33|-65 18 08.8|13.84|WN5(h)          |               |LSS 2979   |GSC 8998-0104 |305.27280| -2.53264|GSC       |VI       |                |              |                      |in diff. H-alpha, [OIII] fil.                              |MC94                                                           |SS96          |         | 0.34   |             |TM88   |1450  |HK95     |                                      |                   |                                                   |-0.20     | 0.54| 2.21    |11.63 |-4.05      |       |            |  15.68|   13.68|      -604|11.2       |         |   WOLF RAYET STAR WN5|
|WR 5    |              |          |02 52 11.66|+56 56 07.1|11.02|WC6             |HD 17638       |LS I+56 77 |HIP 13380     |138.86679| -2.15301|Hip       |VI       |                |              |                      |HI bubble, IRAS shell                                      |Ar92,Ma96                                                      |VI            |         | 0.47   |             |Ma84   |2100  |TC86u    |                                      |                   |                                                   |-0.32     | 0.79| 3.24    | 7.78 |-3.63      |       |            |  11.41|    1.91|       -72| 9.5       |Y        |   WOLF RAYET STAR WC6|
